,acc_x,acc_y,acc_z,ori_x,ori_y,ori_z,mag_x,mag_y,mag_z
2019-06-18 23:06:37.249,-3.9942946020000001,-8.616061531999998,3.104034618,127.54759884,71.17599888,-27.06039972,1.1525,35.1775,-25.7475
2019-06-18 23:06:37.499,-5.0180552479999996,-8.1408603500000005,3.0693665640000001,125.2371976,68.82319924,-24.77119952,4.045,34.7625,-25.3775
2019-06-18 23:06:37.749,-7.0864538559999994,-7.5482476740000015,3.723079416,123.26479764,67.09639892,-35.25159964,12.2625,29.54,-27.7625
2019-06-18 23:06:37.999,-5.9391524840000001,-4.2854294920000005,3.7847540800000008,133.8691972,57.21799964,-43.73999948,16.7275,16.0375,-35.2175
2019-06-18 23:06:38.249,-6.1653566799999986,-3.7334223419999994,2.94831573,131.81319804,42.77199956,-50.7551992,17.05,12.8525,-38.345
2019-06-18 23:06:38.499,-6.4992041279999997,-6.7141077000000005,3.2174240219999994,152.4379976,59.13239936,-45.46439956,15.71,23.345,-33.215
2019-06-18 23:06:38.749,-5.2888873179999996,-9.0682784420000004,3.5679351239999999,150.2527976,69.26879924,-34.2859992,4.225,29.94,-34.025
2019-06-18 23:06:38.999,-4.608550922,-8.6449834679999995,3.1379364740000004,135.0747984,68.534799,-28.39479952,-2.375,32.555,-32.07
2019-06-18 23:06:39.249,-5.7073937800000003,-8.0404954320000019,3.4350090020000006,130.05519924,68.25879868,-26.95839976,2.4925,31.8575,-30.5
2019-06-18 23:06:39.499,-6.9918350880000002,-6.2802783319999991,3.2677980340000001,131.23599896,65.892399,-40.58479952,13.2325,25.2275,-35.0775
2019-06-18 23:06:39.749,-5.387528434,-2.8496745979999996,3.1777760340000003,127.6899982,50.3163994,-48.9427992,12.8325,16.2575,-38.8475
2019-06-18 23:06:39.999,-6.64074937,-6.3823671060000002,3.912125584,132.0727988,49.79199904,-46.31679908,12.0725,22.33,-34.875
2019-06-18 23:06:40.249,-6.2285636539999993,-8.7009120859999989,3.0212909909999994,138.2647984,65.79399908,-38.66279964,2.3875,30.295,-31.2375
2019-06-18 23:06:40.499,-4.7893610600000001,-8.8754014399999992,3.4503319399999999,125.90119856,68.93359908,-29.28439948,-5.9675,34.2425,-28.7875
2019-06-18 23:06:40.749,-4.7836149780000001,-7.7740687479999995,3.1752860740000002,122.2219984,68.81559868,-25.55839956,-2.985,33.5475,-29.065
2019-06-18 23:06:40.999,-6.8018312439999997,-7.5974723717199995,3.4740824092000002,122.22119704,67.56519928,-35.7747998,5.2775,31.0425,-30.2625
2019-06-18 23:06:41.249,-4.3112868757199996,-4.7491384802000001,3.4708263000000006,124.06759724,60.43799916,-40.47479924,10.035,25.44,-33.0375
2019-06-18 23:06:41.499,-7.300974415999999,-4.1140046552000005,3.5771288700000001,114.02759928,46.8911994,-46.685999,11.5375,21.5625,-35.11
2019-06-18 23:06:41.749,-5.8125471280000012,-8.1356888959999996,3.2517089867999998,135.95399696,62.52879964,-41.17319916,6.3275,30.0575,-29.9575
2019-06-18 23:06:41.999,-4.1245391500000004,-8.9288399959999989,3.1461725706000006,127.05359856,69.77679948,-28.79759948,-6.4175,34.265,-25.375
2019-06-18 23:06:42.249,-3.7985446486000005,-8.85318337,3.3959356600000001,113.0999984,69.27359856,-23.1607998,-8.555,36.3425,-23.7575
2019-06-18 23:06:42.499,-5.6445699300000003,-8.9443544079999988,3.187544344,112.6631986,69.523999,-24.54239944,-2.055,35.51,-23.9475
2019-06-18 23:06:42.749,-5.6256078640000009,-7.2714778459999998,3.7874355699999995,113.80799828,66.47599884,-32.7631996,6.66,31.5775,-26.6825
2019-06-18 23:06:42.999,-5.125315498,-3.2145509550000004,3.3034237060000002,114.08439844,54.1615988,-41.48919952,13.135,23.135,-32.8025
2019-06-18 23:06:43.249,-5.693028548,-6.1950448199999979,3.8039076320000005,123.45399816,51.81839872,-45.14559928,13.5975,25.745,-30.35
2019-06-18 23:06:43.499,-6.3147548319999984,-8.9414813940000002,2.961340222,134.8447968,66.06239892,-35.13599944,5.675,32.1475,-26.38
2019-06-18 23:06:43.749,-4.4537897700000011,-9.0994988039999996,3.4365413519999999,129.15439752,70.41799808,-27.36119968,-1.63,34.105,-26.0125
2019-06-18 23:06:43.999,-3.6571909700000007,-8.277425663999999,2.9682354679999996,126.152798,70.88679872,-23.65479964,0.84,34.045,-24.7425
2019-06-18 23:06:44.249,-6.5951637919999992,-8.1466065119999982,3.0391038820000005,126.74799872,69.617999,-30.3423994,8.7775,30.8175,-26.18
2019-06-18 23:06:44.499,-5.4380939160000006,-5.0540639980000002,3.0052019779999997,136.8531984,65.54319972,-40.06759928,14.9775,21.5675,-32.155
2019-06-18 23:06:44.749,-6.5675825699999999,-4.4340615199999993,4.0615237360000007,129.90199836,47.48999964,-47.83399952,16.72,15.75,-33.4
2019-06-18 23:06:44.999,-6.1209202919999992,-7.3220434679999995,3.0684088839999997,149.2351984,58.4303988,-41.91719912,14.0925,23.86,-30.8325
2019-06-18 23:06:45.249,-4.7861049340000008,-8.3170736139999999,2.8548461057999992,147.9715984,70.54039896,-33.54399972,2.5675,30.0625,-29.5975
2019-06-18 23:06:45.499,-3.7755602860000006,-9.5543971919999997,3.4348175140000001,133.8863984,70.04439856,-23.43119988,-3.3025,32.3025,-27.105
2019-06-18 23:06:45.749,-4.9646167000000005,-8.1711231160000004,2.7343698679999999,131.2819992,70.63799968,-23.52559972,1.5075,31.565,-28.8825
2019-06-18 23:06:45.999,-6.6545399500000011,-7.2839278079999996,3.2748848660000003,133.3739972,68.9035982,-36.87439928,10.19,26.0825,-31.045
2019-06-18 23:06:46.249,-5.4758266100000004,-4.1069178320000006,3.7050750020000005,135.7235984,56.61799952,-41.50159964,12.4075,18.04,-35.8725
2019-06-18 23:06:46.499,-6.7139161699999992,-5.15653586,3.6778768720000001,129.72799836,48.50519912,-46.61799916,12.27,19.385,-36.1125
2019-06-18 23:06:46.749,-5.6196702400000005,-8.0236402859999991,3.5951332620000001,139.015598,59.80679932,-39.97719968,8.7075,27.9025,-31.435
2019-06-18 23:06:46.999,-4.442680683999999,-8.828475061999999,3.3675883240000002,137.897598,69.5867994,-28.79759944,-2.9825,31.8325,-28.105
2019-06-18 23:06:47.249,-3.9808870339999998,-8.4574695920000007,2.9994559059999997,123.47479796,68.21519944,-22.89199968,-4.38,32.9125,-27.4825
2019-06-18 23:06:47.499,-5.2423440159999997,-8.3839197199999997,3.5529953399999998,127.47319808,69.9743984,-26.66879976,1.74,31.45,-27.9775
2019-06-18 23:06:47.749,-6.5919076240000001,-7.2299145299999994,3.7744110879999999,126.73399916,64.787199,-35.8915996,9.125,26.2075,-31.5075
2019-06-18 23:06:47.999,-4.833605908,-2.8536969119999998,3.5493560780000002,125.76079824,51.1671992,-42.73239928,10.645,17.585,-36.9725
2019-06-18 23:06:48.249,-6.2117084419999991,-5.7439771820000001,4.2379285279999994,123.32839772,45.04799904,-45.90319876,10.535,20.875,-35.1575
2019-06-18 23:06:48.499,-5.9395355760000008,-8.4097771320000003,3.4765723939999997,138.4147988,61.51159872,-34.98519968,4.855,29.3025,-31.0075
2019-06-18 23:06:48.749,-4.0982987180000006,-8.7154688340000011,3.1936735110000001,133.7423984,70.38119888,-28.54639956,-5.6725,32.4575,-29.79
2019-06-18 23:06:48.999,-4.0862319000000005,-8.8562479219999997,3.005010424,124.2371982,69.94599888,-23.4015998,-6.1975,33.9675,-27.51
2019-06-18 23:06:49.249,-5.0998411040000002,-7.9726916959999992,2.9008147800000006,125.10639776,71.07639868,-25.53959968,-0.16,32.96,-27.185
2019-06-18 23:06:49.499,-6.629640244,-7.2264668860000008,3.3878911620000003,123.57799624,67.41319868,-37.73439984,7.9875,29.5525,-31.3075
2019-06-18 23:06:49.749,-5.2325757139999993,-4.0703343980000009,3.7826471500000003,121.95639796,54.60999944,-42.2867996,11.715,22.5975,-33.9625
2019-06-18 23:06:49.999,-5.7024138280000001,-6.1860425500000007,3.6439750120000003,125.64799768,52.39399968,-41.17159936,12.2625,25.515,-29.93
2019-06-18 23:06:50.249,-6.0353036340000008,-8.4524896339999991,2.6797820639999999,141.153198,68.41839912,-36.33759968,6.315,29.8175,-28.7975
2019-06-18 23:06:50.499,-4.8226883699999998,-9.2408523739999993,3.6173514760000001,132.5679972,69.361999,-28.77279968,-2.0725,31.4725,-28.245
2019-06-18 23:06:50.749,-4.1055770579999997,-7.8857341540000006,2.3037966459999999,134.0271972,72.73959888,-25.36319976,-0.62,30.435,-28.1325
2019-06-18 23:06:50.999,-6.6365355700000013,-8.5796695700000001,2.8853003699999995,134.684798,71.90839888,-31.88359936,4.7325,29.0125,-29.38
2019-06-18 23:06:51.249,-5.7133313699999988,-5.295782612,2.8096435720000006,135.9451968,68.37759932,-40.46119924,8.63,23.375,-33.03
2019-06-18 23:06:51.499,-5.7309526979999994,-4.5258073120000004,3.8636669159999997,121.66799804,50.47519944,-43.85239976,11.1575,22.005,-33.1
2019-06-18 23:06:51.749,-6.1896818059999985,-7.6524431779999995,2.9257144539999995,133.6263988,61.41719896,-41.42679972,6.5675,27.3375,-30.21
2019-06-18 23:06:51.999,-4.6677356759999995,-8.8437979860000002,3.2126355680000005,132.76759732,70.17279912,-30.82279944,-6.3275,30.91,-27.3275
2019-06-18 23:06:52.249,-4.940866142,-9.1906700120000018,3.4313698960000001,117.55399812,68.67039908,-26.68279964,-8.965,33.1,-27.07
2019-06-18 23:06:52.499,-5.8556426979999996,-8.4973091699999994,3.2693302899999992,121.15279888,70.23359932,-28.77919932,-1.0325,31.935,-27.8375
2019-06-18 23:06:52.749,-5.349412781999999,-5.4091720425999998,2.8446946583999999,123.79199868,66.4211996,-37.58039924,6.2325,27.0925,-31.155
2019-06-18 23:06:52.999,-5.7188859720000007,-3.739359973,3.2371522539999997,116.97879824,52.60759924,-45.97479932,9.335,22.5125,-32.655
2019-06-18 23:06:53.249,-7.2599857120000015,-8.6061016739999996,3.7887763040000006,124.8843988,59.36039944,-43.39199956,5.7425,29.4025,-27.4225
2019-06-18 23:06:53.499,-4.5392148700000003,-8.3306727360000021,2.4100991892000003,124.31679844,70.35639944,-31.57879956,-3.365,33.0,-24.65
2019-06-18 23:06:53.749,-4.6497312339999999,-8.8508848360000005,3.1189744460000002,117.3063984,71.51439876,-27.55239972,-6.5325,33.86,-22.5175
2019-06-18 23:06:53.999,-4.5581769379999999,-8.4743247679999989,3.2160832560000006,116.45719788,72.15639876,-25.42879968,-3.18,32.8475,-21.565
2019-06-18 23:06:54.249,-6.1843187239999997,-7.6989864919999995,3.0364223871999996,113.90519896,68.4779984,-32.11239968,4.4825,30.1425,-23.4525
2019-06-18 23:06:54.499,-5.4888510720000001,-3.5510799573999998,3.198653486,115.95239732,59.84479948,-43.08719916,8.395,22.71,-29.075
2019-06-18 23:06:54.749,-6.6022505639999984,-5.4308155859999987,3.1444487300000001,112.97119836,50.76839924,-48.3339996,7.36,22.585,-29.41
2019-06-18 23:06:54.999,-6.0301320660000002,-8.6264044979999994,2.9337589960000003,129.79919708,65.63439912,-40.73039988,-0.6875,27.2025,-27.8925
2019-06-18 23:06:55.249,-4.5934196060000003,-8.7083819400000007,2.743755132,123.1227986,71.83239868,-29.8015994,-14.405,30.71,-23.5725
2019-06-18 23:06:55.499,-3.7133110579999999,-9.2203581039999989,3.1423418519999995,111.04199896,72.91359928,-21.29799968,-15.78,33.095,-19.6475
2019-06-18 23:06:55.749,-7.3524976339999988,-9.0560200520000009,2.8717012979999996,104.9455988,70.98999904,-30.86079972,-6.91,34.35,-21.35
2019-06-18 23:06:55.999,-4.2930909880000003,-4.703361361799999,2.741839804,110.17479844,69.24279864,-37.65199956,0.215,31.8075,-25.3375
2019-06-18 23:06:56.249,-5.8916515360000004,-4.1906191059999998,3.2946130579999995,89.20239936,48.7179996,-45.99959924,3.1225,31.3675,-26.1975
2019-06-18 23:06:56.499,-4.9437391680000005,-7.9805447680000006,3.5018551719999995,97.6204148333,61.7883325,-38.341666,-5.0575,38.5225,-16.195
2019-06-18 23:06:56.749,-3.5305855812000004,-9.7685344340000011,3.6606386040000003,78.2824992917,68.0799994167,-22.3491660417,-16.3151041667,40.8411458333,-4.45833333333
2019-06-18 23:06:56.999,-4.2896432820000001,-9.4253016699999996,4.0944679720000003,66.5961533077,67.6065370769,-21.3296150769,-14.2825,41.745,-4.28
2019-06-18 23:06:57.249,-5.5051315539999992,-8.8552901560000006,3.6598724680000005,72.07199888,68.05839904,-24.53879972,-5.71,41.885,-10.595
2019-06-18 23:06:57.499,-5.8493220791600002,-5.4273680074000001,2.5964638974000001,87.00666525,66.524582,-38.2362495833,8.055,33.5625,-21.0475
2019-06-18 23:06:57.749,-6.0801231319999998,-4.9540821271999995,3.0492552899999996,101.929999,55.24199932,-50.02199904,11.22,27.3175,-27.4525
2019-06-18 23:06:57.999,-5.9303418260000003,-8.7359631879999995,3.4976413760000002,116.1155988,64.05039928,-36.64559956,2.3725,34.49,-22.065
2019-06-18 23:06:58.249,-4.4670057199999995,-8.6524534259999992,2.9090508380000002,113.744998125,71.1991656667,-29.57958275,-6.435,34.3475,-22.9125
2019-06-18 23:06:58.499,-4.3051577320000005,-8.8418826979999992,2.4980142863999997,117.590383231,73.3519225769,-25.8034611923,-7.34,34.73,-23.1275
2019-06-18 23:06:58.749,-5.9435577780000006,-8.8989603840000004,3.1582393440000005,113.771301913,71.8082596957,-27.1134778261,-1.92307692308,35.3798076923,-22.7307692308
2019-06-18 23:06:58.999,-5.2637960380000006,-5.4553322179999997,2.7648241220000007,118.59039836,67.00679912,-35.06119956,8.695,27.4975,-29.8075
2019-06-18 23:06:59.249,-5.3367713499999994,-5.1343176619999999,2.8701690119999999,132.07599864,59.50359956,-45.661999,12.7275,21.2925,-32.565
2019-06-18 23:06:59.499,-6.4421263899999994,-8.7296424659999996,2.746436644000001,144.7939984,66.35639876,-37.79119984,8.87,30.02,-28.6975
2019-06-18 23:06:59.749,-4.4300392799999999,-8.853566314,3.1254867098800001,141.777141429,73.6538087143,-30.004761619,-1.49739583333,31.5338541667,-30.3046875
2019-06-18 23:06:59.999,-4.0806774020000001,-8.5281464299999996,2.7278576403999999,138.7323972,74.21559928,-25.20639976,-0.9225,31.4125,-30.6875
2019-06-18 23:07:00.249,-6.5534089340000001,-8.9891739739999998,3.2425152479999997,135.884398,70.4707986,-30.92799956,6.9075,29.735,-31.4875
2019-06-18 23:07:00.499,-4.5725421659999999,-3.7807317491999997,2.9046455100000004,143.995198,63.43959944,-36.64759956,13.295,17.8975,-34.85
2019-06-18 23:07:00.749,-5.5223698360000002,-5.9033352739999998,3.3672052600000004,144.46714,52.4123802381,-45.4190471905,16.9275,16.62,-33.22
2019-06-18 23:07:00.999,-5.7154382859999986,-9.0161804819999993,2.8594429622000002,161.2579968,65.81319884,-36.1375992,12.095,27.605,-28.085
2019-06-18 23:07:01.249,-4.6213838919999999,-9.1801354439999994,3.0379546180000001,149.460382308,72.7638447308,-26.6719228846,3.05769230769,30.8557692308,-27.2620192308
2019-06-18 23:07:01.499,-5.0540640080000001,-8.6141462520000012,2.3943932495999998,144.1339988,73.69919888,-25.98999956,6.135,29.725,-27.3825
2019-06-18 23:07:01.749,-5.8933754179999998,-7.2071216519999997,3.1203151839999999,143.304997083,71.1283324583,-34.5812497083,13.1145833333,25.3020833333,-27.3645833333
2019-06-18 23:07:01.999,-4.6846886340425531,-3.4075093446808511,2.7475247510638301,146.394998182,59.2109085455,-41.4845451364,16.1630434783,15.5244565217,-31.5489130435
2019-06-18 23:07:02.249,-6.677907349999999,-8.4304630039999999,3.716184093999999,153.0107964,60.74239924,-43.16999928,14.4525,22.915,-27.0975
2019-06-18 23:07:02.499,-4.439616086,-9.1125232219999983,2.6702052850000002,148.3563976,70.40479908,-31.00119944,4.465,30.05,-25.3025
2019-06-18 23:07:02.749,-4.3119083653061221,-8.7961992306122436,2.6946007188571426,135.203476522,71.6699986957,-24.5699997391,0.3275,31.9175,-24.775
2019-06-18 23:07:02.999,-6.4495963360000008,-8.9604434899999994,3.5782780796000004,129.827198,71.60679948,-28.19679964,6.265,31.115,-23.725
2019-06-18 23:07:03.249,-4.4980346259999999,-5.2210835060000003,2.8186457660000004,135.02319776,66.55319832,-34.19119952,13.3425,23.57,-27.675
2019-06-18 23:07:03.499,-5.4015068058823523,-4.6220298294117645,3.0916185784313734,130.80079736,52.4911988,-45.11679964,15.715,18.6825,-29.29
2019-06-18 23:07:03.749,-5.4133858239999997,-8.6174022899999994,3.4564610913999996,151.348176818,63.2940899545,-36.2327269545,9.9325,30.555,-25.2225
2019-06-18 23:07:03.999,-4.8345635839999996,-8.9960692900000012,3.0454245520000001,132.40879808,71.21119952,-29.65599968,1.1175,34.7,-24.04
2019-06-18 23:07:04.249,-4.8500780319999999,-9.4270254800000011,3.137170362,128.99879776,71.54639892,-22.97799972,4.465,33.6275,-22.71
2019-06-18 23:07:04.499,-6.8230917560000002,-8.0475822519999998,2.9328013019999997,126.0959982,70.416399,-34.50959952,10.81,29.225,-24.8525
2019-06-18 23:07:04.749,-4.9136836583673471,-3.2774178346938774,2.7028094183673468,140.780473524,64.9985711429,-38.9685707143,13.9975,19.9375,-29.98
2019-06-18 23:07:04.999,-5.2224243139999995,-6.5919076600000004,3.0695580919999998,136.6287992,58.03759932,-43.50919952,14.12,26.305,-27.5925
2019-06-18 23:07:05.249,-5.8266419000000003,-9.7726618647058832,3.4003297568627451,136.97999764,69.12119908,-31.72399944,3.71,34.055,-23.37
2019-06-18 23:07:05.499,-4.3292912900000005,-9.0081359519999999,2.9584671579999995,123.46639848,71.76999944,-26.60439976,-2.035,34.455,-24.8575
2019-06-18 23:07:05.749,-5.8717317020000017,-9.3881435480000004,2.6152344139999997,125.44249875,71.83999935,-27.22999945,5.0,33.5125,-25.2025
2019-06-18 23:07:05.999,-6.2562332038461541,-6.6864528615384611,3.3275719884615382,129.503844615,71.7046146154,-33.8692303077,11.2259615385,29.7596153846,-26.1778846154
2019-06-18 23:07:06.249,,,,,,,,,
2019-06-18 23:07:06.499,,,,,,,,,
2019-06-18 23:07:06.749,,,,,,,,,
2019-06-18 23:07:06.999,,,,,,,,,
2019-06-18 23:07:07.249,,,,,,,,,
2019-06-18 23:07:07.499,,,,,,,,,
2019-06-18 23:07:07.749,,,,,,,,,
2019-06-18 23:07:07.999,,,,,,,,,
2019-06-18 23:07:08.249,,,,,,,,,
2019-06-18 23:07:08.499,,,,,,,,,
2019-06-18 23:07:08.749,,,,,,,,,
2019-06-18 23:07:08.999,,,,,,,,,
2019-06-18 23:07:09.249,,,,,,,,,
2019-06-18 23:07:09.499,,,,,,,,,
2019-06-18 23:07:09.749,,,,,,,,,
2019-06-18 23:07:09.999,,,,,,,,,
2019-06-18 23:07:10.249,,,,,,,,,
2019-06-18 23:07:10.499,,,,,,,,,
2019-06-18 23:07:10.749,,,,,,,,,
2019-06-18 23:07:10.999,,,,,,,,,
2019-06-18 23:07:11.249,,,,,,,,,
2019-06-18 23:07:11.499,,,,,,,,,
2019-06-18 23:07:11.749,,,,,,,,,
2019-06-18 23:07:11.999,,,,,,,,,
2019-06-18 23:07:12.249,,,,,,,,,
2019-06-18 23:07:12.499,,,,,,,,,
2019-06-18 23:07:12.749,,,,,,,,,
2019-06-18 23:07:12.999,,,,,,,,,
